article_quality,revision_id,article_name,country,population
Stub,766479001,Velko Valkanov,Bulgaria,7181000
Start,766446227,Svetoslav Vitkov,Bulgaria,7181000
Start,766706983,Ivan Kostov,Bulgaria,7181000
Start,767888909,Velizar Enchev,Bulgaria,7181000
Start,768402325,Nonka Matova,Bulgaria,7181000
Stub,768834178,Todor Pavlov,Bulgaria,7181000
Start,771011721,Stefan Sofiyanski,Bulgaria,7181000
Start,771807268,Gospodin Tonev,Bulgaria,7181000
Stub,771985307,Dimitar Iliev Popov,Bulgaria,7181000
Stub,772267717,Kostadin Kostadinov (politician),Bulgaria,7181000
Stub,771980428,Georgi Ananiev,Bulgaria,7181000
C,772298892,Zhan Videnov,Bulgaria,7181000
Start,772612834,Yordan Sokolov,Bulgaria,7181000
Stub,773053296,Milen Veltchev,Bulgaria,7181000
Start,773021411,Hristo Ivanov (politician),Bulgaria,7181000
Start,773419854,Petar Beron (politician),Bulgaria,7181000
Stub,774947675,Lyutvi Mestan,Bulgaria,7181000
Start,775932464,Tatyana Doncheva,Bulgaria,7181000
Start,777995484,Veselin Mareshki,Bulgaria,7181000
Start,779219839,Konstantin Stoilov,Bulgaria,7181000
C,779403604,Dimitar Peshev,Bulgaria,7181000
Stub,779609795,Lyuben Berov,Bulgaria,7181000
Stub,779611223,Daniel Mitov,Bulgaria,7181000
Start,779609111,Ivan Hristov Bashev,Bulgaria,7181000
Stub,780545748,Rositsa Yanakieva,Bulgaria,7181000
C,781126969,Volen Siderov,Bulgaria,7181000
Stub,781679780,Nikita Georgevitch Shervashidze,Bulgaria,7181000
Stub,781623903,Aleksandar Paunov,Bulgaria,7181000
Start,783327355,Georgi Veselinov – Zograf,Bulgaria,7181000
Start,783698913,Carol Telbisz,Bulgaria,7181000
C,784136646,Bozhidar Dimitrov,Bulgaria,7181000
GA,785121982,Jonas Basanavičius,Bulgaria,7181000
Stub,785759914,Stanko Todorov,Bulgaria,7181000
C,785759881,Petar Mladenov,Bulgaria,7181000
C,785759894,Anton Yugov,Bulgaria,7181000
Stub,785759986,Georgi Atanasov (politician),Bulgaria,7181000
Start,785759950,Grisha Filipov,Bulgaria,7181000
Start,785940232,Guinio Ganev,Bulgaria,7181000
Stub,785886891,Petar Moskov,Bulgaria,7181000
Start,785939859,Andrey Lukanov,Bulgaria,7181000
Start,785943579,Aleksandar Karakachanov,Bulgaria,7181000
Start,786904033,Karlo Lukanov,Bulgaria,7181000
Start,787090921,Hristo Lukov,Bulgaria,7181000
Stub,787104172,Marija Atanassowa,Bulgaria,7181000
Stub,787121543,Mincho Neychev,Bulgaria,7181000
Start,787149517,Vezhdi Rashidov,Bulgaria,7181000
Start,787278239,Nikola Mikhov,Bulgaria,7181000
Start,787652201,Racho Petrov,Bulgaria,7181000
Start,787734633,Reneta Indzhova,Bulgaria,7181000
Start,787792783,Dimitar Rizov,Bulgaria,7181000
Start,788035370,Stoyan Ganev,Bulgaria,7181000
Start,788028691,Rayko Strahilov Raytchev,Bulgaria,7181000
C,788674871,Radi Naidenov,Bulgaria,7181000
Start,788782145,Ivailo Kalfin,Bulgaria,7181000
Start,788782136,Iliana Ivanova,Bulgaria,7181000
C,788782062,Andrey Novakov,Bulgaria,7181000
Start,788782229,Nikolay Mladenov,Bulgaria,7181000
Stub,788782088,Desislav Chukolov,Bulgaria,7181000
Stub,788782189,Marusya Ivanova Lyubcheva,Bulgaria,7181000
Stub,788782265,Tomislav Donchev,Bulgaria,7181000
Stub,788782074,Antonia Parvanova,Bulgaria,7181000
Start,788782151,Kristian Vigenin,Bulgaria,7181000
C,788782058,Andrey Kovatchev,Bulgaria,7181000
Start,788792841,Ivan Todorov-Gorunia,Bulgaria,7181000
Start,788878131,Vasil Kanchov,Bulgaria,7181000
C,788923374,Venko Markovski,Bulgaria,7181000
Start,788984082,Anastasia Dimitrova-Moser,Bulgaria,7181000
Start,789744497,Valeri Simeonov,Bulgaria,7181000
Start,789665748,Dimo Hadzhidimov,Bulgaria,7181000
Start,789926430,Krastyu Trichkov,Bulgaria,7181000
Start,790781011,Traycho Traykov,Bulgaria,7181000
Stub,790970165,Yavor Notev,Bulgaria,7181000
Start,790972673,Daniela Bobeva,Bulgaria,7181000
Stub,790972397,Evdokiya Maneva,Bulgaria,7181000
Start,790972435,Yordanka Fandakova,Bulgaria,7181000
Start,791177687,Emel Etem Toshkova,Bulgaria,7181000
Start,791307332,Nikolay Banev,Bulgaria,7181000
Stub,793051551,Lyuben Dilov Jr.,Bulgaria,7181000
Start,793374491,Mustafa Karadaya,Bulgaria,7181000
C,793676759,Georgi Valkovich,Bulgaria,7181000
Start,793915352,Prince Kiril of Bulgaria,Bulgaria,7181000
Start,794283240,Zorka Parvanova,Bulgaria,7181000
C,794944057,Plamen Oresharski,Bulgaria,7181000
Start,795000795,Andon Dimitrov,Bulgaria,7181000
Start,795957142,Nikolay Dobrev,Bulgaria,7181000
Stub,796020342,Plamen Grozdanov,Bulgaria,7181000
C,796272668,Elena Poptodorova,Bulgaria,7181000
C,796437164,Aleksandar Stamboliyski,Bulgaria,7181000
Start,796439678,Marin Raykov,Bulgaria,7181000
Start,796888848,Aleksandar Alekov,Bulgaria,7181000
Stub,797042027,Rosen Vladimirov,Bulgaria,7181000
Stub,797418034,Ivaylo Moskovski,Bulgaria,7181000
Stub,797418096,Temenuzhka Petkova,Bulgaria,7181000
Start,797417810,Ekaterina Zakharieva,Bulgaria,7181000
Stub,797505420,Damyan Velchev,Bulgaria,7181000
Stub,797558117,Vladislav Goranov,Bulgaria,7181000
Start,797498910,Eva Maydell,Bulgaria,7181000
Start,797546280,Aleksandar Protogerov,Bulgaria,7181000
Start,797633711,Angel Dzhambazki,Bulgaria,7181000
Stub,797745316,Georgi Dzhagarov,Bulgaria,7181000
Stub,797836169,Hassan Ademov,Bulgaria,7181000
Start,797940463,Aleksandar Lilov,Bulgaria,7181000
C,797859107,Delyan Peevski,Bulgaria,7181000
Start,798263072,Alexi Ivanov,Bulgaria,7181000
C,798560330,Kristalina Georgieva,Bulgaria,7181000
C,798588458,Nikola Milev,Bulgaria,7181000
C,799370110,George Ganchev,Bulgaria,7181000
Stub,799365072,Atanas Semerdzhiev,Bulgaria,7181000
Stub,799542538,Delyan Dobrev,Bulgaria,7181000
Stub,799801919,Todor Ivanchov,Bulgaria,7181000
Start,799931161,Ognyan Gerdzhikov,Bulgaria,7181000
Stub,800117093,Sergei Ignatov,Bulgaria,7181000
C,800123910,Slavcho Binev,Bulgaria,7181000
C,800138871,Stefan Stambolov,Bulgaria,7181000
Start,800219716,Dolores Arsenova,Bulgaria,7181000
Start,800288565,Dimitar Grekov,Bulgaria,7181000
Start,801087435,Valentin Fortunov,Bulgaria,7181000
Start,801237179,Ekaterina Mihaylova,Bulgaria,7181000
Start,802210830,John Casimir Ehrnrooth,Bulgaria,7181000
Start,802446356,Alexander Bogoridi,Bulgaria,7181000
C,802451314,Zhelyu Zhelev,Bulgaria,7181000
C,802697352,Petar Nikolov-Zikov,Bulgaria,7181000
C,802729383,Tsetska Tsacheva,Bulgaria,7181000
C,802821396,Petar Gabrovski,Bulgaria,7181000
Start,802942950,Ivan Ivanov Bagryanov,Bulgaria,7181000
Start,802943877,Stoyan Danev,Bulgaria,7181000
Start,803206765,Dimitar Petkov,Bulgaria,7181000
Start,803759029,Nikolai Tsonev,Bulgaria,7181000
Start,803758944,Anyu Angelov,Bulgaria,7181000
Start,803861531,Georgi Pirinski Jr.,Bulgaria,7181000
Stub,803939628,Kalina Balabanova,Bulgaria,7181000
Start,804095790,Borislav Tsekov,Bulgaria,7181000
Start,804068689,Petur Tanchev,Bulgaria,7181000
Stub,804051107,Iliyan Todorov,Bulgaria,7181000
Start,804067812,Krasen Kralev,Bulgaria,7181000
C,804070974,Aleksandar Tomov (politician),Bulgaria,7181000
C,804055261,Rumen Radev,Bulgaria,7181000
Start,804502072,Lilyana Pavlova,Bulgaria,7181000
Start,805415586,Ilian Mihov,Bulgaria,7181000
Start,805424861,Krasimir Karakachanov,Bulgaria,7181000
Start,806491339,Petar Dertliev,Bulgaria,7181000
B,806534866,Boyko Borisov,Bulgaria,7181000
GA,806720213,Irina Bokova,Bulgaria,7181000
B,806860512,Simeon Saxe-Coburg-Gotha,Bulgaria,7181000
Stub,394581284,Template:Laos-politician-stub,Laos,6903049
Stub,594545324,Template:Laos-diplomat-stub,Laos,6903049
Stub,715674695,Phanduangchit Vongsa,Laos,6903049
Stub,716413934,Somsavat Lengsavad,Laos,6903049
Stub,718763470,Soubanh Srithirath,Laos,6903049
Stub,718763567,Onchanh Thammavong,Laos,6903049
Stub,718763646,Ponemek Daraloy,Laos,6903049
Stub,727817644,Nam Viyaket,Laos,6903049
Stub,730016811,Sisouk na Champassak,Laos,6903049
Stub,730061104,Cheng Sayavong,Laos,6903049
Stub,735167828,Samane Viyaket,Laos,6903049
Stub,738376362,Zong Zoua Her,Laos,6903049
Start,738444345,Touby Lyfoung,Laos,6903049
GA,745732099,Nang Keo Phimpha,Laos,6903049
Stub,748128805,Phaya Khammao,Laos,6903049
Stub,750904486,Pa Kao Her,Laos,6903049
Stub,751510920,Mounkeo Oraboun,Laos,6903049
Start,752965966,Thongsouk Saysangkhi,Laos,6903049
Stub,760241265,Soutchay Thammasith,Laos,6903049
Stub,761898012,Somdy Douangdy,Laos,6903049
Stub,770275186,Soukanh Mahalath,Laos,6903049
Stub,771138517,Katay Don Sasorith,Laos,6903049
Stub,771139658,Oudom Khattigna,Laos,6903049
Stub,771139714,Vice President of Laos,Laos,6903049
Start,771137808,Phoui Sananikone,Laos,6903049
Stub,771138600,Kou Abhay,Laos,6903049
Stub,771137736,Souvannarath,Laos,6903049
Stub,782306779,Asang Laoly,Laos,6903049
Start,784537505,Faydang Lobliayao,Laos,6903049
Stub,784970665,Thongbanh Sengaphone,Laos,6903049
Stub,784787573,Pany Yathotou,Laos,6903049
Stub,784966344,Douangchay Phichit,Laos,6903049
C,786556735,Kaysone Phomvihane,Laos,6903049
Stub,787368508,Soth Phetrasy,Laos,6903049
Stub,787527317,Phankham Viphavan,Laos,6903049
Start,787528584,Phoumi Vongvichit,Laos,6903049
Start,787922475,Alounkeo Kittikhoun,Laos,6903049
Stub,788367353,Somsanith Vongkotrattana,Laos,6903049
Stub,792037994,Bountiem Phissamay,Laos,6903049
Start,793047851,President of Laos,Laos,6903049
Stub,793408912,Thatsadaphone Nosing,Laos,6903049
Stub,793408387,Souvanhpheng Bouphanouvong,Laos,6903049
Stub,793409051,Vongchanh Phommavan,Laos,6903049
Stub,793409847,Vixaykone Vannachomchanh,Laos,6903049
Stub,793409271,Thongvankham Sithilath,Laos,6903049
Stub,793408340,Chanhsouk Bounpachit,Laos,6903049
Stub,793409087,Khamkeut Phommavongsy,Laos,6903049
Stub,793409031,Khamphat Pheubobouda,Laos,6903049
Stub,793409197,Khamchanh Sakountava,Laos,6903049
Stub,793409304,Duangsavath Souphanouvoung,Laos,6903049
Stub,793408697,Khamlek Keosomphanh,Laos,6903049
Stub,793408421,Khamphaeng Chitavong,Laos,6903049
Stub,793410060,Bangon Xayalath,Laos,6903049
Stub,793409229,Yanyong Sipaseut,Laos,6903049
Stub,793408754,Somoak Kingsada,Laos,6903049
Stub,793409998,Ounkeo Vouthilath,Laos,6903049
Stub,793409241,Bounpone Sisioulath,Laos,6903049
Stub,793409841,Latsanivong Ummarathithada,Laos,6903049
Stub,793408677,Bounphak Inthapanya,Laos,6903049
Stub,793409214,Khamdy Singkhmphat,Laos,6903049
Stub,793409104,Ounheuan Phothilath,Laos,6903049
Stub,793408368,Bounyong Boupha,Laos,6903049
Stub,793408894,Somvandy Nathavongsa,Laos,6903049
Stub,793409023,Onchanh Phetsalath,Laos,6903049
Stub,793409462,Tongyeutho,Laos,6903049
Stub,793410018,Somphien Xayadeth,Laos,6903049
Stub,793408401,Somchanh Chitvongdouan,Laos,6903049
Stub,793408738,Vassady Khotyotha,Laos,6903049
Stub,793408869,Latsamy Mingboupha,Laos,6903049
Stub,793409431,Mysone Thongsaysy,Laos,6903049
Stub,793409382,Somvang Thammasit,Laos,6903049
Stub,793409013,Vonekham Phethavong,Laos,6903049
Stub,793408713,Kikeo Khaykhamphithoun,Laos,6903049
Stub,793409065,Singkham Phommalath,Laos,6903049
Stub,793409878,Vanpheng Keonakhone,Laos,6903049
Stub,793408989,Mek Phanlak,Laos,6903049
Stub,793408351,Bounnan Bounyaseng,Laos,6903049
Stub,793408722,Saysmone Khomthavong,Laos,6903049
Stub,793409421,Ousavanh Thiengthetvonga,Laos,6903049
Stub,793408432,Khamphuang Choummaly,Laos,6903049
Stub,793408844,Phaeng Lylavong,Laos,6903049
Stub,793410070,Singtan Xayluexong,Laos,6903049
Stub,793410090,Ame Xongyieleng,Laos,6903049
Stub,793409922,Bosaykham Vongdala,Laos,6903049
Stub,793408663,Siphone Intala,Laos,6903049
Stub,793409372,Bouasone Thammaly,Laos,6903049
Stub,793408646,Thongleuan Inpanya,Laos,6903049
FA,793455259,Phoumi Nosavan,Laos,6903049
Stub,793556884,Chaleun Yapaoheu,Laos,6903049
Stub,793606724,Chanhthuem Latmany,Laos,6903049
Stub,793606654,Chanhsy Vannavongxay,Laos,6903049
Stub,793882440,Cheuang Sombounkhanh,Laos,6903049
Start,796081103,Saleumxay Kommasith,Laos,6903049
Stub,796521226,Sounthone Pathammavong,Laos,6903049
Start,799769621,Choummaly Sayasone,Laos,6903049
Stub,799770060,Thongsing Thammavong,Laos,6903049
C,800662546,Kham Ouane Boupha,Laos,6903049
Stub,800710117,Sisavath Keobounphanh,Laos,6903049
FA,800844643,Kou Voravong,Laos,6903049
Start,801355934,Bouasone Bouphavanh,Laos,6903049
Start,801804110,Thongloun Sisoulith,Laos,6903049
Stub,801887931,Soulivong Daravong,Laos,6903049
C,805153924,Nouhak Phoumsavanh,Laos,6903049
Stub,805473540,Keosaychay Sayasone,Laos,6903049
Start,805875592,Khamtai Siphandon,Laos,6903049
Start,806758203,Salath Rasasack,Laos,6903049
Start,806825575,Souphanouvong,Laos,6903049
Stub,807167941,Bounnhang Vorachith,Laos,6903049
Start,807326253,Quinim Pholsena,Laos,6903049
Stub,443521996,Template:Argentina-mayor-stub,Argentina,42426000
Stub,441995465,Template:Argentina-politician-stub,Argentina,42426000
Stub,564317569,Template:Argentina-diplomat-stub,Argentina,42426000
Stub,564438801,Template:Argentina-activist-stub,Argentina,42426000
Stub,676044272,Juan Carlos Reyes (governor),Argentina,42426000
Stub,676498385,Bernardo Bas,Argentina,42426000
Start,677786528,Miguel Cané,Argentina,42426000
Stub,676040670,Rubén Pellanda,Argentina,42426000
Stub,676043559,Raúl Lacabanne,Argentina,42426000
Stub,673393730,Norma Colpari,Argentina,42426000
Stub,672547562,Macarena Escudero,Argentina,42426000
Stub,687130572,Raúl Borrás,Argentina,42426000
Stub,683631802,Rodolfo Gabrielli,Argentina,42426000
Stub,687134370,Roque Carranza,Argentina,42426000
Stub,687138552,Germán López (politician),Argentina,42426000
Stub,680370867,Bernardo Grinspun,Argentina,42426000
Stub,697009255,Soledad Sosa,Argentina,42426000
Stub,694889020,Jorge Lemus,Argentina,42426000
Stub,695276940,Cecilia Soria,Argentina,42426000
Stub,693714773,Guillermo Montenegro,Argentina,42426000
Stub,702509338,Antonio Mucci,Argentina,42426000
Start,703707383,Manuel Guillermo Pinto,Argentina,42426000
Stub,704600764,Danilo Baroni,Argentina,42426000
Start,704875463,Oscar Alende,Argentina,42426000
C,705167083,Roberto Lavagna,Argentina,42426000
Start,705206510,Ginés González García,Argentina,42426000
Stub,705746468,Jorge Domínguez (politician),Argentina,42426000
Stub,705726893,Alfredo Palacios,Argentina,42426000
Stub,705736979,Hugo Anzorreguy,Argentina,42426000
Start,705736835,Héctor Icazuriaga,Argentina,42426000
Start,705737107,Miguel Ángel Toma,Argentina,42426000
Stub,706327588,Víctor Fayad,Argentina,42426000
Stub,707192620,Carlos Chasseing,Argentina,42426000
Stub,707192822,José C. Uriburu,Argentina,42426000
Stub,707192632,Raúl Bercovich Rodriguez,Argentina,42426000
Start,707359699,Francisco Narciso de Laprida,Argentina,42426000
Start,707318172,Honorio Pueyrredón,Argentina,42426000
Stub,707197266,José Manuel Álvarez,Argentina,42426000
Stub,707192879,Roberto Huerta,Argentina,42426000
Stub,707193398,José Vaquero,Argentina,42426000
Stub,707192909,Jorge Carcagno,Argentina,42426000
Stub,707192931,Carlos José Caballero,Argentina,42426000
Stub,707533681,Cornelia Schmidt-Liermann,Argentina,42426000
Stub,707192833,Carlos Gigena Parker,Argentina,42426000
Stub,707192943,Miguel A. Ferrer Deheza,Argentina,42426000
Stub,708211117,Mirian Curletti,Argentina,42426000
Stub,708243958,Albano Harguindeguy,Argentina,42426000
Stub,708212902,Alicia Mastandrea,Argentina,42426000
Start,708931460,Bernardo de Irigoyen,Argentina,42426000
Stub,708435628,Pedro Ignacio Rivera,Argentina,42426000
Stub,708413834,Norberto Massoni,Argentina,42426000
Stub,708413168,Hugo Cóccaro,Argentina,42426000
Start,708441871,Tomás Godoy Cruz,Argentina,42426000
Start,708750654,Vicente Gallo,Argentina,42426000
Start,708435463,Ramón Saadi,Argentina,42426000
Stub,708561724,Roberto Urquía,Argentina,42426000
Start,708750565,Leopoldo Melo,Argentina,42426000
Start,709303611,José Ignacio de Gorriti,Argentina,42426000
Stub,709297143,Carlos Sancho,Argentina,42426000
Stub,710031784,Domingo Crespo,Argentina,42426000
Stub,710031614,Simón de Iriondo,Argentina,42426000
Stub,710020895,Santiago Llaver,Argentina,42426000
Start,709682191,María Eugenia Bielsa,Argentina,42426000
Stub,710303520,Tomás Hogan,Argentina,42426000
Stub,711103077,Víctor Reviglio,Argentina,42426000
Start,711504370,Jordán Bruno Genta,Argentina,42426000
Start,711496354,Herminio Iglesias,Argentina,42426000
Start,712556560,Ovidio Lagos,Argentina,42426000
Stub,714112569,Horacio Jaunarena,Argentina,42426000
Stub,714198798,Cristina Cremer de Busti,Argentina,42426000
Stub,713929411,Pedro de Ezcurra,Argentina,42426000
Stub,714369560,Fabio Biancalani,Argentina,42426000
Stub,714468540,Alfredo Martínez (politician),Argentina,42426000
Start,714369805,Isabel Viudes,Argentina,42426000
Start,714460360,Horacio Lores,Argentina,42426000
Stub,714407628,Mónica Troadello,Argentina,42426000
Start,714370441,Fabián Ríos,Argentina,42426000
Stub,714460442,Delia Pinchetti de Sierra Morales,Argentina,42426000
Stub,714399793,Luis Viana,Argentina,42426000
Stub,714404900,María José Bongiorno,Argentina,42426000
Stub,714373296,Nanci Parrilli,Argentina,42426000
Start,714369691,Samuel Cabanchik,Argentina,42426000
Stub,714409220,Eduardo Torres (politician),Argentina,42426000
Stub,714368298,Elena Corregido,Argentina,42426000
Start,714693776,Celso Jaque,Argentina,42426000
C,714751234,José Alonso (trade unionist),Argentina,42426000
Stub,714560174,Justo Páez Molina,Argentina,42426000
Start,714642430,Leopoldo Alfredo Bravo,Argentina,42426000
Stub,714977875,Luis Favre,Argentina,42426000
Stub,715553355,Antonio Tróccoli,Argentina,42426000
Stub,715553293,Enrique Nosiglia,Argentina,42426000
Stub,715553024,Juan Carlos Pugliese,Argentina,42426000
Stub,715621127,Eduardo Pérez Bulnes,Argentina,42426000
Start,715807782,Francisco Manrique,Argentina,42426000
Stub,715970272,Félix de la Peña,Argentina,42426000
Start,716400966,Nicolás Repetto,Argentina,42426000
Start,716401288,Norberto Piñero,Argentina,42426000
Start,716537576,José Tamborini,Argentina,42426000
Stub,716244498,Christian Castillo (politician),Argentina,42426000
Stub,716674946,Vicente de Azcuénaga,Argentina,42426000
Start,717275343,Máximo Etchecopar,Argentina,42426000
Stub,717386342,Oscar Parrilli,Argentina,42426000
Start,717498781,Ricardo López Murphy,Argentina,42426000
Start,717761302,Mercedes Marcó del Pont,Argentina,42426000
Start,717748871,Raúl Othacehé,Argentina,42426000
Start,718187662,Gregorio de Laferrère,Argentina,42426000
Stub,718351542,Oseas Guiñazú,Argentina,42426000
Start,718364462,Ángel Dolores Rojas,Argentina,42426000
Start,718492025,Alberto Prebisch,Argentina,42426000
C,719238219,Alejo Castex,Argentina,42426000
Stub,719421370,Daniel Katz (politician),Argentina,42426000
Start,719656418,Ángel Vicente Peñaloza,Argentina,42426000
Stub,720232963,Alejandro López (Argentina),Argentina,42426000
Start,720798695,José María Bustillo (Argentina),Argentina,42426000
Stub,720798723,Francisco Uriburu,Argentina,42426000
Start,720601075,Guillermo Patricio Kelly,Argentina,42426000
Stub,720835847,Luis Carlos Gómez Centurión,Argentina,42426000
Stub,721028355,Juan de Dios Videla,Argentina,42426000
Stub,721014539,Adalbert Krieger Vasena,Argentina,42426000
Stub,720845151,Julio César Saguier,Argentina,42426000
Stub,720801297,Cayetano Antonio Licciardo,Argentina,42426000
Stub,721029407,Norberto La Porta,Argentina,42426000
Stub,720987236,Manuel José García,Argentina,42426000
Stub,720835881,Elías Villanueva,Argentina,42426000
Stub,720853016,José Emilio Lunghi,Argentina,42426000
Stub,720835868,Juan Rege Corvalán,Argentina,42426000
Stub,720844960,José María del Campo,Argentina,42426000
Stub,720924435,Uladislao Augier,Argentina,42426000
Stub,721023972,Víctor Marchesini,Argentina,42426000
Stub,721101386,Oscar Bidegain,Argentina,42426000
Start,721041455,Rubén Rabanal,Argentina,42426000
Stub,721035802,Julián de Leyva,Argentina,42426000
Stub,721039151,Juan Agustín Augier,Argentina,42426000
Stub,721035071,Silvano Bores,Argentina,42426000
Start,721041541,Joaquín Samuel de Anchorena,Argentina,42426000
Start,721041421,Francisco Rabanal,Argentina,42426000
Start,721041317,Santiago Gallo,Argentina,42426000
Stub,721628782,Élida Vigo,Argentina,42426000
Stub,721515580,José Eugenio Tello,Argentina,42426000
Stub,721927759,Ramón Javier Mestre,Argentina,42426000
Stub,722095277,Héctor Tizón,Argentina,42426000
Stub,722466226,María Colombo de Acevedo,Argentina,42426000
Stub,722500948,Dámaso Centeno,Argentina,42426000
Stub,722589139,Raúl Godoy,Argentina,42426000
Start,722301331,Ángel Rozas,Argentina,42426000
Stub,722955105,Patricia Walsh,Argentina,42426000
Stub,723249449,Pablo Sebastián López,Argentina,42426000
Stub,723686406,Nicolás del Caño,Argentina,42426000
Stub,723703110,Martín Dalmau,Argentina,42426000
Stub,723695052,Marcelo Ramal,Argentina,42426000
Stub,723846226,Angélica Lagunas,Argentina,42426000
Stub,724352416,Manuel Garrido,Argentina,42426000
Stub,724353175,Carlos Cheppi,Argentina,42426000
Stub,724500633,Gustavo Martínez Zuviría,Argentina,42426000
Stub,724952677,Enrique Olivera,Argentina,42426000
Stub,725068010,Gabriela Suppicich,Argentina,42426000
Stub,726265815,Rubén Luis di Palma,Argentina,42426000
Start,726534776,Emilio Rached,Argentina,42426000
Stub,726641800,Luis Funes,Argentina,42426000
Stub,727003923,Pablo Bruera,Argentina,42426000
Start,726975090,Aldo Tessio,Argentina,42426000
Start,727691367,María Eugenia Estenssoro,Argentina,42426000
Start,728405722,Zulema Castro de Peña,Argentina,42426000
Start,730066345,Vilma Ibarra,Argentina,42426000
Start,730067332,María Laura Leguizamón,Argentina,42426000
Stub,730067385,Margarita Ferrá de Bartol,Argentina,42426000
Stub,730068302,Silvia Gallego,Argentina,42426000
Stub,730067366,Roxana Latorre,Argentina,42426000
Stub,730068282,Silvia Giusti,Argentina,42426000
Stub,731691881,Ángel Gallardo,Argentina,42426000
Stub,736270418,Ideler Tonelli,Argentina,42426000
Stub,737391950,Mario Alberto Ishii,Argentina,42426000
Start,738119112,Stella Maris Leverberg,Argentina,42426000
Stub,738846937,Bonifacio del Carril,Argentina,42426000
C,738664500,Juanita Larrauri,Argentina,42426000
Start,739037393,María Beatriz Nofal,Argentina,42426000
Stub,739508147,Marcos Zeida,Argentina,42426000
Stub,740222478,Andrea Ruiz,Argentina,42426000
Start,741625077,Ricardo Alfonsín,Argentina,42426000
Start,742420860,Rubén Marín,Argentina,42426000
Start,742527885,Miguel Laurencena,Argentina,42426000
Stub,743019666,Nestor García-Veiga,Argentina,42426000
Stub,742808252,Néstor Ahuad,Argentina,42426000
Stub,743857526,Sofia Gatica,Argentina,42426000
Stub,743954654,Ana Corradi,Argentina,42426000
Stub,744407518,Carolina Scotto,Argentina,42426000
C,745636430,José Ber Gelbard,Argentina,42426000
Stub,745470097,Irma Roy,Argentina,42426000
Start,745046670,List of female provincial governors in Argentina,Argentina,42426000
Start,745083491,Arturo Lafalla,Argentina,42426000
Stub,745085253,Arturo Vera,Argentina,42426000
Stub,745640177,Jorge de la Rúa,Argentina,42426000
Stub,746372392,Laura Vilches,Argentina,42426000
Start,746424221,Carolina Muzzilli,Argentina,42426000
Start,746935405,Raúl Castells,Argentina,42426000
Stub,747469410,Eduardo Laurencena,Argentina,42426000
Stub,747590648,Miguel Marini,Argentina,42426000
Stub,747926680,Raúl Apold,Argentina,42426000
Start,748138457,Ramón Lavalle,Argentina,42426000
Start,748085429,Silvio Frondizi,Argentina,42426000
Stub,747872923,Hugo Yasky,Argentina,42426000
Stub,747963851,Darío Alessandro,Argentina,42426000
Stub,748036070,Sonia Escudero,Argentina,42426000
Start,748699998,Vilma Ripoll,Argentina,42426000
Stub,748492081,Helvio Guozden,Argentina,42426000
Stub,749137688,Adolfo Rodríguez Saá (elder),Argentina,42426000
Stub,749246301,Ricardo Rodríguez Saá,Argentina,42426000
Stub,749355326,Alfredo Rouillon,Argentina,42426000
Start,749388528,Arturo Colombi,Argentina,42426000
Start,749685112,Carlos Sylvestre Begnis,Argentina,42426000
Start,749630609,Valentín Alsina,Argentina,42426000
Stub,750140319,Carlos Salazar (Argentine politician),Argentina,42426000
Start,750186613,Carlos Heller,Argentina,42426000
Start,750166867,Carlos Ibarguren,Argentina,42426000
Start,750333444,Carlos Washington Lencinas,Argentina,42426000
Stub,752774315,Manuel Luis de Oliden,Argentina,42426000
Stub,752429713,Gabriela Cerrano,Argentina,42426000
Stub,752330844,Orlando Britos,Argentina,42426000
Stub,753522929,Fanny Edelman,Argentina,42426000
Stub,754277461,Héctor Aldo Fagetti Gallego,Argentina,42426000
Start,754480848,Eugenio Cambaceres,Argentina,42426000
Stub,755021609,Dora Sánchez,Argentina,42426000
Stub,754508283,Walter Barrionuevo,Argentina,42426000
Stub,754978123,Luis Petcoff Naidenoff,Argentina,42426000
Stub,754964916,Ada Itúrrez de Cappellini,Argentina,42426000
Start,754635809,Juan Carlos Marino (Argentine politician),Argentina,42426000
Stub,754964875,Pedro Guastavino,Argentina,42426000
Start,754977802,Daniel Pérsico,Argentina,42426000
Stub,754934786,Bernardo de Monteagudo,Argentina,42426000
Start,755166576,Maurice Closs,Argentina,42426000
Start,755880108,Diego Bossio,Argentina,42426000
Start,755871149,Mónica Fein,Argentina,42426000
Stub,757087873,Hugo Passalacqua,Argentina,42426000
Start,758642168,Carlos Petroni,Argentina,42426000
Stub,758622624,Francisco Ortiz de Vergara,Argentina,42426000
GA,759230334,Ricardo Jaime,Argentina,42426000
C,759188232,Domingo Cavallo,Argentina,42426000
Start,760066828,Américo Ghioldi,Argentina,42426000
Start,760916602,Manuel Vicente Maza,Argentina,42426000
Start,760900841,Gervasio Antonio de Posadas,Argentina,42426000
Stub,760911008,Juan Pedro Aguirre,Argentina,42426000
Stub,762057274,Patricia Jorge,Argentina,42426000
Start,761964727,Jorge Telerman,Argentina,42426000
Start,762706494,Esteban Bullrich,Argentina,42426000
Start,762951137,José Nicolás Matienzo,Argentina,42426000
Stub,764245070,Juan Ramón Balcarce,Argentina,42426000
Start,765038875,Rómulo Sebastián Naón,Argentina,42426000
Stub,765614256,Duilio Brunello,Argentina,42426000
Start,765979721,Nicanor Costa Méndez,Argentina,42426000
Stub,766426373,Rodolfo Freude,Argentina,42426000
